n_agents,shape,conclusion,steps
5,complete,0.0,110
6,cycle,1.0,265
6,wheel,1.0,268
6,complete,0.0,69
7,cycle,1.0,904
7,wheel,1.0,213
7,complete,1.0,1225
8,cycle,1.0,608
8,wheel,1.0,304
8,complete,1.0,123
9,cycle,1.0,285
9,wheel,1.0,202
9,complete,1.0,169
10,cycle,1.0,1188
10,wheel,1.0,1052
10,complete,1.0,67
5,cycle,1.0,208
5,wheel,1.0,164
5,complete,1.0,60
6,cycle,1.0,200
6,wheel,1.0,695
6,complete,1.0,197
7,cycle,1.0,810
7,wheel,1.0,279
7,complete,1.0,174
8,cycle,1.0,303
8,wheel,1.0,377
8,complete,0.0,1
9,cycle,1.0,435
9,wheel,1.0,154
9,complete,1.0,128
10,cycle,1.0,543
10,wheel,1.0,248
10,complete,1.0,87
5,cycle,0.0,1
5,wheel,1.0,320
5,complete,1.0,110
6,cycle,1.0,160
6,wheel,1.0,267
6,complete,0.0,34
7,cycle,1.0,110
7,wheel,1.0,346
7,complete,1.0,86
8,cycle,1.0,480
8,wheel,1.0,210
8,complete,1.0,43
9,cycle,1.0,350
9,wheel,1.0,357
9,complete,1.0,122
10,cycle,1.0,1045
10,wheel,1.0,251
10,complete,1.0,67
5,cycle,1.0,237
5,wheel,1.0,101
5,complete,1.0,161
6,cycle,1.0,256
6,wheel,0.0,47
6,complete,1.0,554
7,cycle,1.0,1045
7,wheel,1.0,150
7,complete,1.0,78
8,cycle,1.0,418
8,wheel,1.0,369
8,complete,1.0,63
9,cycle,1.0,183
9,wheel,1.0,323
9,complete,1.0,235
10,cycle,1.0,492
10,wheel,1.0,306
10,complete,1.0,98
5,cycle,1.0,370
5,wheel,1.0,198
5,complete,1.0,84
6,cycle,1.0,686
6,wheel,0.0,1
6,complete,0.0,331
7,cycle,0.0,261
7,wheel,1.0,401
7,complete,1.0,175
8,cycle,1.0,239
8,wheel,1.0,220
8,complete,1.0,127
9,cycle,1.0,183
9,wheel,1.0,243
9,complete,1.0,125
10,cycle,1.0,255
10,wheel,0.0,507
10,complete,1.0,213
5,cycle,1.0,238
5,wheel,1.0,434
5,complete,1.0,167
6,cycle,1.0,385
6,wheel,1.0,159
6,complete,1.0,61
7,cycle,1.0,761
7,wheel,1.0,304
7,complete,1.0,245
8,cycle,1.0,922
8,wheel,1.0,382
8,complete,1.0,102
9,cycle,1.0,449
9,wheel,1.0,370
9,complete,1.0,148
10,cycle,1.0,1602
10,wheel,1.0,799
10,complete,1.0,142
5,cycle,1.0,2481
5,wheel,1.0,453
5,complete,1.0,127
6,cycle,1.0,2288
6,wheel,1.0,1034
6,complete,1.0,250
7,cycle,1.0,906
7,wheel,1.0,186
7,complete,1.0,97
8,cycle,1.0,1360
8,wheel,1.0,293
8,complete,1.0,111
9,cycle,1.0,564
9,wheel,1.0,648
9,complete,1.0,327
10,cycle,1.0,666
10,wheel,1.0,808
10,complete,0.0,81
5,cycle,1.0,625
5,wheel,1.0,175
5,complete,0.0,9
6,cycle,1.0,596
6,wheel,1.0,481
6,complete,1.0,79
7,cycle,1.0,99
7,wheel,1.0,351
7,complete,0.0,39
8,cycle,1.0,778
8,wheel,1.0,275
8,complete,1.0,95
9,cycle,1.0,274
9,wheel,1.0,531
9,complete,1.0,215
10,cycle,1.0,912
10,wheel,1.0,324
10,complete,1.0,209
5,cycle,1.0,729
5,wheel,1.0,81
5,complete,0.0,1
6,cycle,1.0,1059
6,wheel,1.0,267
6,complete,0.0,88
7,cycle,1.0,346
7,wheel,1.0,512
7,complete,1.0,182
8,cycle,1.0,252
8,wheel,1.0,517
8,complete,1.0,57
9,cycle,1.0,422
9,wheel,1.0,719
9,complete,1.0,168
10,cycle,1.0,662
10,wheel,1.0,225
10,complete,1.0,57
5,cycle,1.0,706
5,wheel,1.0,144
5,complete,1.0,433
6,cycle,1.0,235
6,wheel,0.0,89
6,complete,1.0,334
7,cycle,1.0,318
7,wheel,1.0,302
7,complete,1.0,91
8,cycle,1.0,387
8,wheel,1.0,622
8,complete,1.0,57
9,cycle,1.0,891
9,wheel,0.0,1
9,complete,1.0,63
10,cycle,1.0,1131
10,wheel,1.0,312
10,complete,1.0,57
5,cycle,1.0,235
5,wheel,1.0,180
5,complete,0.0,21
6,cycle,1.0,460
6,wheel,1.0,191
6,complete,1.0,334
7,cycle,1.0,331
7,wheel,1.0,188
7,complete,1.0,79
8,cycle,1.0,231
8,wheel,1.0,1217
8,complete,1.0,38
9,cycle,1.0,445
9,wheel,1.0,451
9,complete,1.0,39
10,cycle,1.0,864
10,wheel,0.0,28
10,complete,1.0,91
5,cycle,1.0,366
5,wheel,1.0,333
5,complete,1.0,577
6,cycle,1.0,1243
6,wheel,1.0,228
6,complete,1.0,51
7,cycle,0.0,37
7,wheel,1.0,266
7,complete,0.0,95
8,cycle,1.0,843
8,wheel,1.0,558
8,complete,1.0,136
9,cycle,1.0,2484
9,wheel,1.0,1080
9,complete,1.0,146
10,cycle,1.0,1270
10,wheel,1.0,742
10,complete,1.0,111
5,cycle,1.0,434
5,wheel,1.0,462
5,complete,1.0,342
6,cycle,0.0,5
6,wheel,1.0,317
6,complete,0.0,1
7,cycle,1.0,1284
7,wheel,1.0,232
7,complete,1.0,86
8,cycle,1.0,255
8,wheel,1.0,241
8,complete,1.0,63
9,cycle,1.0,842
9,wheel,1.0,227
9,complete,0.0,22
10,cycle,1.0,256
10,wheel,1.0,931
10,complete,0.0,58
5,cycle,1.0,377
5,wheel,0.0,4
5,complete,1.0,556
6,cycle,1.0,1107
6,wheel,1.0,187
6,complete,1.0,102
7,cycle,0.0,387
7,wheel,1.0,678
7,complete,1.0,241
8,cycle,1.0,912
8,wheel,1.0,260
8,complete,1.0,233
9,cycle,1.0,685
9,wheel,1.0,246
9,complete,1.0,91
10,cycle,1.0,517
10,wheel,1.0,157
10,complete,1.0,42
5,cycle,0.0,1
5,wheel,1.0,256
5,complete,0.0,91
6,cycle,1.0,1888
6,wheel,1.0,102
6,complete,1.0,88
7,cycle,1.0,639
7,wheel,1.0,576
7,complete,1.0,249
8,cycle,1.0,894
8,wheel,1.0,368
8,complete,1.0,77
9,cycle,1.0,574
9,wheel,1.0,426
9,complete,1.0,112
10,cycle,1.0,1414
10,wheel,1.0,509
10,complete,1.0,155
5,cycle,1.0,193
5,wheel,1.0,367
5,complete,0.0,111
6,cycle,1.0,783
6,wheel,1.0,138
6,complete,1.0,102
7,cycle,1.0,438
7,wheel,1.0,572
7,complete,1.0,153
8,cycle,1.0,1307
8,wheel,1.0,213
8,complete,1.0,64
9,cycle,1.0,1373
9,wheel,1.0,468
9,complete,1.0,163
10,cycle,1.0,1283
10,wheel,0.0,9
10,complete,1.0,293
5,cycle,1.0,234
5,wheel,1.0,343
5,complete,0.0,10
6,cycle,1.0,422
6,wheel,1.0,210
6,complete,1.0,151
7,cycle,1.0,703
7,wheel,1.0,156
7,complete,1.0,153
8,cycle,1.0,860
8,wheel,0.0,22
8,complete,1.0,50
9,cycle,1.0,748
9,wheel,0.0,46
9,complete,1.0,106
10,cycle,1.0,991
10,wheel,1.0,257
10,complete,1.0,49
5,cycle,1.0,460
5,wheel,1.0,292
5,complete,1.0,142
6,cycle,1.0,185
6,wheel,0.0,4
6,complete,1.0,435
7,cycle,1.0,596
7,wheel,1.0,273
7,complete,0.0,26
8,cycle,1.0,1027
8,wheel,1.0,106
8,complete,1.0,163
9,cycle,1.0,1044
9,wheel,1.0,431
9,complete,1.0,188
10,cycle,1.0,940
10,wheel,1.0,572
10,complete,1.0,298
5,cycle,1.0,542
5,wheel,1.0,166
5,complete,1.0,78
6,cycle,1.0,279
6,wheel,1.0,155
6,complete,1.0,182
7,cycle,1.0,881
7,wheel,1.0,444
7,complete,1.0,76
8,cycle,1.0,1544
8,wheel,1.0,396
8,complete,1.0,134
9,cycle,1.0,1521
9,wheel,1.0,252
9,complete,1.0,142
10,cycle,1.0,398
10,wheel,1.0,482
10,complete,1.0,411
5,cycle,1.0,675
5,wheel,1.0,287
5,complete,0.0,33
6,cycle,1.0,593
6,wheel,1.0,202
6,complete,1.0,232
7,cycle,1.0,838
7,wheel,1.0,219
7,complete,1.0,205
8,cycle,1.0,1006
8,wheel,1.0,782
8,complete,1.0,115
9,cycle,1.0,358
9,wheel,1.0,164
9,complete,1.0,91
10,cycle,1.0,309
10,wheel,1.0,346
10,complete,1.0,51
5,cycle,0.0,159
5,wheel,0.0,24
5,complete,0.0,57
6,cycle,1.0,775
6,wheel,1.0,232
6,complete,1.0,103
7,cycle,1.0,859
7,wheel,1.0,277
7,complete,0.0,106
8,cycle,1.0,280
8,wheel,1.0,430
8,complete,1.0,178
9,cycle,1.0,902
9,wheel,1.0,576
9,complete,1.0,72
10,cycle,1.0,515
10,wheel,1.0,335
10,complete,1.0,167
5,cycle,1.0,594
5,wheel,0.0,52
5,complete,1.0,144
6,cycle,1.0,1454
6,wheel,1.0,154
6,complete,1.0,229
7,cycle,1.0,206
7,wheel,1.0,264
7,complete,1.0,75
8,cycle,1.0,1972
8,wheel,1.0,273
8,complete,1.0,160
9,cycle,1.0,1219
9,wheel,1.0,179
9,complete,1.0,88
10,cycle,1.0,677
10,wheel,1.0,499
10,complete,1.0,205
5,cycle,1.0,1012
5,wheel,1.0,198
5,complete,1.0,650
6,cycle,1.0,1086
6,wheel,0.0,85
6,complete,1.0,122
7,cycle,1.0,700
7,wheel,1.0,438
7,complete,1.0,38
8,cycle,1.0,444
8,wheel,1.0,684
8,complete,1.0,169
9,cycle,1.0,297
9,wheel,1.0,303
9,complete,1.0,153
10,cycle,1.0,534
10,wheel,1.0,631
10,complete,1.0,51
5,cycle,1.0,561
5,wheel,1.0,51
5,complete,1.0,349
6,cycle,1.0,1013
6,wheel,0.0,25
6,complete,1.0,204
7,cycle,1.0,544
7,wheel,1.0,150
7,complete,0.0,20
8,cycle,1.0,1089
8,wheel,1.0,383
8,complete,1.0,109
9,cycle,1.0,1585
9,wheel,1.0,838
9,complete,1.0,246
10,cycle,1.0,449
10,wheel,0.0,12
10,complete,1.0,102
5,cycle,1.0,303
5,wheel,1.0,416
5,complete,0.0,32
6,cycle,1.0,763
6,wheel,1.0,129
6,complete,1.0,100
7,cycle,1.0,801
7,wheel,1.0,254
7,complete,1.0,311
8,cycle,1.0,700
8,wheel,1.0,281
8,complete,1.0,47
9,cycle,1.0,1002
9,wheel,1.0,706
9,complete,1.0,158
10,cycle,1.0,298
10,wheel,1.0,346
10,complete,1.0,76
5,cycle,0.0,42
5,wheel,1.0,231
5,complete,1.0,138
6,cycle,1.0,351
6,wheel,1.0,203
6,complete,1.0,107
7,cycle,1.0,425
7,wheel,1.0,303
7,complete,1.0,75
8,cycle,1.0,581
8,wheel,1.0,274
8,complete,1.0,90
9,cycle,1.0,1471
9,wheel,1.0,237
9,complete,0.0,377
10,cycle,1.0,757
10,wheel,1.0,219
10,complete,1.0,115
5,cycle,1.0,1326
5,wheel,1.0,204
5,complete,0.0,1
6,cycle,1.0,375
6,wheel,1.0,409
6,complete,1.0,373
7,cycle,1.0,351
7,wheel,1.0,222
7,complete,1.0,89
8,cycle,1.0,348
8,wheel,1.0,232
8,complete,1.0,114
9,cycle,1.0,1986
9,wheel,1.0,269
9,complete,1.0,110
10,cycle,1.0,1331
10,wheel,1.0,183
10,complete,0.0,9
5,cycle,1.0,906
5,wheel,0.0,26
5,complete,0.0,1
6,cycle,1.0,2065
6,wheel,1.0,133
6,complete,1.0,92
7,cycle,1.0,1078
7,wheel,1.0,207
7,complete,1.0,187
8,cycle,1.0,1099
8,wheel,1.0,550
8,complete,1.0,101
9,cycle,1.0,350
9,wheel,1.0,212
9,complete,1.0,123
10,cycle,1.0,424
10,wheel,1.0,351
10,complete,1.0,113
5,cycle,1.0,460
5,wheel,1.0,402
5,complete,0.0,13
6,cycle,1.0,602
6,wheel,1.0,174
6,complete,1.0,281
7,cycle,1.0,599
7,wheel,1.0,159
7,complete,0.0,94
8,cycle,1.0,730
8,wheel,1.0,125
8,complete,1.0,52
9,cycle,1.0,451
9,wheel,1.0,274
9,complete,1.0,272
10,cycle,1.0,1742
10,wheel,1.0,334
10,complete,1.0,66
5,cycle,1.0,390
5,wheel,1.0,176
5,complete,0.0,34
6,cycle,1.0,428
6,wheel,1.0,219
6,complete,1.0,347
7,cycle,1.0,297
7,wheel,1.0,456
7,complete,1.0,310
8,cycle,1.0,264
8,wheel,1.0,835
8,complete,1.0,37
9,cycle,1.0,178
9,wheel,1.0,226
9,complete,1.0,120
10,cycle,1.0,665
10,wheel,1.0,330
10,complete,1.0,268
5,cycle,1.0,1102
5,wheel,1.0,182
5,complete,1.0,57
6,cycle,0.0,1
6,wheel,1.0,910
6,complete,1.0,268
7,cycle,1.0,242
7,wheel,1.0,45
7,complete,0.0,28
8,cycle,1.0,640
8,wheel,1.0,182
8,complete,0.0,20
9,cycle,1.0,647
9,wheel,1.0,266
9,complete,1.0,57
10,cycle,1.0,286
10,wheel,1.0,231
10,complete,1.0,68
5,cycle,1.0,288
5,wheel,0.0,50
5,complete,1.0,303
6,cycle,1.0,407
6,wheel,1.0,101
6,complete,1.0,192
7,cycle,1.0,636
7,wheel,1.0,443
7,complete,1.0,85
8,cycle,1.0,968
8,wheel,1.0,596
8,complete,1.0,97
9,cycle,1.0,329
9,wheel,1.0,199
9,complete,1.0,125
10,cycle,1.0,566
10,wheel,1.0,157
10,complete,1.0,84
5,cycle,1.0,528
5,wheel,1.0,68
5,complete,1.0,141
6,cycle,1.0,1653
6,wheel,1.0,543
6,complete,1.0,115
7,cycle,1.0,1202
7,wheel,1.0,331
7,complete,1.0,119
8,cycle,1.0,1144
8,wheel,1.0,326
8,complete,1.0,228
9,cycle,1.0,1686
9,wheel,1.0,647
9,complete,0.0,5
10,cycle,1.0,409
10,wheel,1.0,270
10,complete,1.0,61
5,cycle,1.0,588
5,wheel,1.0,144
5,complete,1.0,333
6,cycle,1.0,637
6,wheel,1.0,141
6,complete,1.0,121
7,cycle,1.0,935
7,wheel,1.0,358
7,complete,0.0,114
8,cycle,1.0,536
8,wheel,1.0,158
8,complete,1.0,74
9,cycle,1.0,234
9,wheel,1.0,332
9,complete,0.0,61
10,cycle,1.0,277
10,wheel,1.0,282
10,complete,1.0,72
5,cycle,1.0,1075
5,wheel,1.0,398
5,complete,0.0,4
6,cycle,1.0,531
6,wheel,1.0,467
6,complete,1.0,132
7,cycle,0.0,178
7,wheel,0.0,1
7,complete,1.0,381
8,cycle,1.0,335
8,wheel,1.0,228
8,complete,1.0,126
9,cycle,1.0,398
9,wheel,1.0,829
9,complete,1.0,63
10,cycle,1.0,379
10,wheel,1.0,579
10,complete,1.0,66
5,cycle,1.0,781
5,wheel,0.0,40
5,complete,1.0,564
6,cycle,1.0,408
6,wheel,1.0,349
6,complete,1.0,50
7,cycle,1.0,1038
7,wheel,1.0,315
7,complete,0.0,137
8,cycle,1.0,516
8,wheel,1.0,234
8,complete,1.0,81
9,cycle,1.0,1595
9,wheel,0.0,674
9,complete,1.0,69
10,cycle,1.0,789
10,wheel,1.0,1045
10,complete,0.0,333
5,cycle,1.0,702
5,wheel,1.0,160
5,complete,1.0,117
6,cycle,1.0,443
6,wheel,1.0,630
6,complete,1.0,83
7,cycle,1.0,522
7,wheel,1.0,206
7,complete,1.0,80
8,cycle,1.0,247
8,wheel,1.0,1461
8,complete,1.0,195
9,cycle,1.0,480
9,wheel,1.0,211
9,complete,0.0,124
10,cycle,1.0,626
10,wheel,1.0,159
10,complete,1.0,29
5,cycle,1.0,237
5,wheel,1.0,151
5,complete,1.0,104
6,cycle,1.0,303
6,wheel,0.0,4
6,complete,0.0,101
7,cycle,1.0,376
7,wheel,1.0,221
7,complete,1.0,282
8,cycle,1.0,1286
8,wheel,1.0,287
8,complete,1.0,139
9,cycle,1.0,640
9,wheel,1.0,484
9,complete,1.0,102
10,cycle,1.0,664
10,wheel,1.0,573
10,complete,1.0,22
5,cycle,1.0,817
5,wheel,0.0,1
5,complete,1.0,37
6,cycle,1.0,746
6,wheel,1.0,131
6,complete,1.0,55
7,cycle,1.0,151
7,wheel,1.0,457
7,complete,0.0,85
8,cycle,1.0,1375
8,wheel,1.0,314
8,complete,1.0,104
9,cycle,1.0,1045
9,wheel,1.0,380
9,complete,1.0,127
10,cycle,1.0,1155
10,wheel,1.0,314
10,complete,1.0,94
5,cycle,1.0,380
5,wheel,1.0,275
5,complete,1.0,122
6,cycle,1.0,560
6,wheel,1.0,1092
6,complete,1.0,68
7,cycle,1.0,862
7,wheel,1.0,299
7,complete,1.0,252
8,cycle,1.0,473
8,wheel,1.0,814
8,complete,1.0,208
9,cycle,1.0,688
9,wheel,1.0,239
9,complete,1.0,117
10,cycle,1.0,482
10,wheel,1.0,343
10,complete,1.0,125
5,cycle,1.0,204
5,wheel,0.0,37
5,complete,1.0,96
6,cycle,1.0,684
6,wheel,1.0,245
6,complete,1.0,177
7,cycle,1.0,893
7,wheel,1.0,420
7,complete,1.0,345
8,cycle,1.0,669
8,wheel,1.0,166
8,complete,0.0,58
9,cycle,1.0,1042
9,wheel,1.0,273
9,complete,0.0,19
10,cycle,1.0,719
10,wheel,1.0,296
10,complete,1.0,139
5,cycle,1.0,247
5,wheel,1.0,443
5,complete,1.0,191
6,cycle,1.0,441
6,wheel,0.0,123
6,complete,1.0,97
7,cycle,1.0,368
7,wheel,1.0,338
7,complete,0.0,25
8,cycle,1.0,633
8,wheel,0.0,45
8,complete,1.0,89
9,cycle,1.0,1119
9,wheel,1.0,207
9,complete,1.0,100
10,cycle,1.0,611
10,wheel,1.0,481
10,complete,1.0,124
5,cycle,1.0,612
5,wheel,1.0,475
5,complete,1.0,280
6,cycle,1.0,219
6,wheel,0.0,149
6,complete,1.0,98
7,cycle,1.0,1018
7,wheel,1.0,180
7,complete,1.0,118
8,cycle,1.0,1455
8,wheel,1.0,466
8,complete,1.0,122
9,cycle,1.0,920
9,wheel,1.0,594
9,complete,0.0,26
10,cycle,1.0,1142
10,wheel,1.0,684
10,complete,1.0,54
5,cycle,1.0,571
5,wheel,0.0,1
5,complete,1.0,187
6,cycle,1.0,667
6,wheel,1.0,649
6,complete,1.0,224
7,cycle,0.0,226
7,wheel,0.0,6
7,complete,1.0,89
8,cycle,1.0,729
8,wheel,1.0,192
8,complete,1.0,111
9,cycle,1.0,232
9,wheel,1.0,520
9,complete,1.0,93
10,cycle,1.0,1310
10,wheel,1.0,237
10,complete,1.0,58
5,cycle,1.0,2430
5,wheel,1.0,100
5,complete,1.0,153
6,cycle,1.0,1141
6,wheel,1.0,210
6,complete,1.0,153
7,cycle,1.0,277
7,wheel,1.0,773
7,complete,1.0,104
8,cycle,1.0,655
8,wheel,1.0,193
8,complete,1.0,91
9,cycle,1.0,570
9,wheel,1.0,245
9,complete,1.0,106
10,cycle,1.0,327
10,wheel,1.0,261
10,complete,1.0,52
5,cycle,1.0,390
5,wheel,1.0,474
5,complete,0.0,68
6,cycle,0.0,12
6,wheel,1.0,499
6,complete,0.0,4
7,cycle,1.0,533
7,wheel,1.0,301
7,complete,1.0,118
8,cycle,1.0,820
8,wheel,1.0,379
8,complete,1.0,181
9,cycle,1.0,557
9,wheel,1.0,290
9,complete,1.0,84
10,cycle,1.0,625
10,wheel,1.0,367
10,complete,1.0,233
5,cycle,1.0,319
5,wheel,1.0,113
5,complete,1.0,125
6,cycle,1.0,498
6,wheel,1.0,318
6,complete,1.0,245
7,cycle,1.0,875
7,wheel,1.0,337
7,complete,1.0,153
8,cycle,1.0,776
8,wheel,1.0,385
8,complete,1.0,82
9,cycle,1.0,381
9,wheel,1.0,362
9,complete,0.0,19
10,cycle,1.0,699
10,wheel,1.0,491
10,complete,1.0,63
5,cycle,1.0,1079
5,wheel,1.0,59
5,complete,1.0,84
6,cycle,1.0,626
6,wheel,1.0,760
6,complete,1.0,91
7,cycle,1.0,828
7,wheel,1.0,161
7,complete,1.0,156
8,cycle,1.0,939
8,wheel,1.0,217
8,complete,1.0,64
9,cycle,0.0,147
9,wheel,1.0,184
9,complete,1.0,77
10,cycle,1.0,469
10,wheel,1.0,339
10,complete,1.0,116
5,cycle,1.0,408
5,wheel,0.0,122
5,complete,1.0,754
6,cycle,1.0,257
6,wheel,1.0,163
6,complete,0.0,207
7,cycle,1.0,190
7,wheel,0.0,19
7,complete,1.0,183
8,cycle,1.0,844
8,wheel,1.0,651
8,complete,1.0,141
9,cycle,1.0,537
9,wheel,1.0,237
9,complete,1.0,83
10,cycle,1.0,575
10,wheel,1.0,404
10,complete,1.0,74
5,cycle,1.0,320
5,wheel,0.0,4
5,complete,1.0,312
6,cycle,1.0,276
6,wheel,1.0,290
6,complete,0.0,1
7,cycle,1.0,630
7,wheel,1.0,841
7,complete,0.0,29
8,cycle,1.0,1221
8,wheel,1.0,497
8,complete,1.0,116
9,cycle,1.0,367
9,wheel,1.0,344
9,complete,1.0,127
10,cycle,1.0,1137
10,wheel,1.0,381
10,complete,0.0,51
5,cycle,1.0,528
5,wheel,1.0,319
5,complete,1.0,366
6,cycle,1.0,543
6,wheel,1.0,437
6,complete,1.0,90
7,cycle,1.0,578
7,wheel,0.0,128
7,complete,0.0,74
8,cycle,1.0,1786
8,wheel,1.0,297
8,complete,1.0,191
9,cycle,1.0,1229
9,wheel,1.0,608
9,complete,1.0,152
10,cycle,1.0,975
10,wheel,1.0,729
10,complete,1.0,63
5,cycle,1.0,298
5,wheel,0.0,1
5,complete,1.0,385
6,cycle,1.0,696
6,wheel,1.0,155
6,complete,0.0,21
7,cycle,1.0,274
7,wheel,1.0,172
7,complete,1.0,93
8,cycle,1.0,466
8,wheel,1.0,274
8,complete,1.0,139
9,cycle,1.0,776
9,wheel,1.0,503
9,complete,1.0,204
10,cycle,1.0,886
10,wheel,1.0,554
10,complete,1.0,48
5,cycle,1.0,889
5,wheel,1.0,57
5,complete,1.0,230
6,cycle,1.0,1117
6,wheel,1.0,292
6,complete,1.0,53
7,cycle,1.0,346
7,wheel,1.0,215
7,complete,1.0,101
8,cycle,1.0,566
8,wheel,1.0,169
8,complete,1.0,82
9,cycle,0.0,17
9,wheel,1.0,149
9,complete,1.0,155
10,cycle,1.0,662
10,wheel,1.0,615
10,complete,0.0,94
5,cycle,0.0,12
5,wheel,1.0,117
5,complete,1.0,369
6,cycle,1.0,567
6,wheel,1.0,268
6,complete,1.0,195
7,cycle,1.0,1556
7,wheel,1.0,176
7,complete,1.0,46
8,cycle,1.0,462
8,wheel,1.0,196
8,complete,1.0,77
9,cycle,1.0,465
9,wheel,1.0,479
9,complete,1.0,105
10,cycle,1.0,621
10,wheel,1.0,369
10,complete,1.0,127
5,cycle,1.0,513
5,wheel,1.0,422
5,complete,1.0,338
6,cycle,1.0,288
6,wheel,1.0,165
6,complete,1.0,136
7,cycle,1.0,735
7,wheel,1.0,126
7,complete,1.0,283
8,cycle,1.0,888
8,wheel,1.0,211
8,complete,1.0,163
9,cycle,1.0,446
9,wheel,1.0,222
9,complete,1.0,82
10,cycle,1.0,1826
10,wheel,1.0,517
10,complete,1.0,47
5,cycle,1.0,716
5,wheel,1.0,166
5,complete,1.0,85
6,cycle,1.0,458
6,wheel,0.0,92
6,complete,1.0,123
7,cycle,0.0,3
7,wheel,1.0,219
7,complete,1.0,102
8,cycle,1.0,688
8,wheel,1.0,265
8,complete,1.0,224
9,cycle,1.0,272
9,wheel,1.0,134
9,complete,1.0,133
10,cycle,1.0,478
10,wheel,1.0,593
10,complete,1.0,109
5,cycle,1.0,209
5,wheel,0.0,66
5,complete,1.0,347
6,cycle,1.0,135
6,wheel,1.0,227
6,complete,1.0,158
7,cycle,1.0,551
7,wheel,1.0,218
7,complete,0.0,74
8,cycle,1.0,370
8,wheel,1.0,349
8,complete,1.0,409
9,cycle,1.0,806
9,wheel,1.0,249
9,complete,1.0,64
10,cycle,1.0,419
10,wheel,1.0,168
10,complete,1.0,39
5,cycle,1.0,285
5,wheel,1.0,212
5,complete,1.0,198
6,cycle,1.0,217
6,wheel,1.0,151
6,complete,1.0,193
7,cycle,1.0,387
7,wheel,1.0,433
7,complete,1.0,105
8,cycle,1.0,1075
8,wheel,1.0,974
8,complete,1.0,218
9,cycle,1.0,1231
9,wheel,1.0,277
9,complete,1.0,138
10,cycle,0.0,2
10,wheel,1.0,895
10,complete,1.0,194
5,cycle,1.0,743
5,wheel,0.0,35
5,complete,1.0,358
6,cycle,1.0,397
6,wheel,0.0,140
6,complete,1.0,492
7,cycle,1.0,148
7,wheel,1.0,307
7,complete,1.0,57
8,cycle,1.0,737
8,wheel,1.0,346
8,complete,1.0,97
9,cycle,1.0,926
9,wheel,1.0,281
9,complete,0.0,59
10,cycle,1.0,420
10,wheel,1.0,331
10,complete,1.0,194
5,cycle,1.0,439
5,wheel,1.0,268
5,complete,1.0,232
6,cycle,1.0,516
6,wheel,1.0,547
6,complete,1.0,273
7,cycle,1.0,792
7,wheel,1.0,256
7,complete,1.0,112
8,cycle,1.0,166
8,wheel,1.0,189
8,complete,1.0,382
9,cycle,1.0,263
9,wheel,1.0,195
9,complete,0.0,22
10,cycle,1.0,1182
10,wheel,1.0,282
10,complete,1.0,195
5,cycle,1.0,721
5,wheel,1.0,612
5,complete,1.0,184
6,cycle,1.0,851
6,wheel,1.0,299
6,complete,1.0,78
7,cycle,1.0,425
7,wheel,0.0,62
7,complete,1.0,67
8,cycle,1.0,740
8,wheel,1.0,114
8,complete,1.0,22
9,cycle,1.0,2067
9,wheel,1.0,510
9,complete,1.0,275
10,cycle,1.0,832
10,wheel,1.0,143
10,complete,1.0,58
5,cycle,1.0,423
5,wheel,0.0,122
5,complete,1.0,158
6,cycle,1.0,995
6,wheel,1.0,437
6,complete,1.0,83
7,cycle,1.0,186
7,wheel,1.0,305
7,complete,1.0,250
8,cycle,1.0,956
8,wheel,1.0,279
8,complete,1.0,166
9,cycle,1.0,1286
9,wheel,1.0,753
9,complete,1.0,73
10,cycle,1.0,657
10,wheel,1.0,197
10,complete,1.0,157
5,cycle,1.0,385
5,wheel,1.0,147
5,complete,0.0,12
6,cycle,1.0,150
6,wheel,1.0,722
6,complete,1.0,147
7,cycle,1.0,1461
7,wheel,1.0,175
7,complete,0.0,87
8,cycle,0.0,211
8,wheel,1.0,172
8,complete,1.0,81
9,cycle,1.0,948
9,wheel,1.0,749
9,complete,1.0,306
10,cycle,1.0,227
10,wheel,1.0,568
10,complete,1.0,183
5,cycle,1.0,358
5,wheel,1.0,102
5,complete,1.0,218
6,cycle,1.0,532
6,wheel,1.0,109
6,complete,1.0,393
7,cycle,1.0,250
7,wheel,1.0,580
7,complete,1.0,200
8,cycle,1.0,762
8,wheel,1.0,154
8,complete,1.0,122
9,cycle,1.0,279
9,wheel,1.0,284
9,complete,1.0,91
10,cycle,1.0,1379
10,wheel,1.0,261
10,complete,1.0,147
5,cycle,0.0,22
5,wheel,1.0,90
5,complete,0.0,131
6,cycle,1.0,776
6,wheel,1.0,380
6,complete,1.0,56
7,cycle,1.0,1243
7,wheel,1.0,226
7,complete,1.0,50
8,cycle,1.0,571
8,wheel,1.0,363
8,complete,1.0,119
9,cycle,1.0,523
9,wheel,1.0,179
9,complete,1.0,55
10,cycle,1.0,643
10,wheel,1.0,284
10,complete,1.0,86
5,cycle,1.0,489
5,wheel,0.0,3
5,complete,1.0,93
6,cycle,0.0,27
6,wheel,1.0,161
6,complete,1.0,151
7,cycle,1.0,439
7,wheel,1.0,224
7,complete,1.0,181
8,cycle,0.0,139
8,wheel,0.0,132
8,complete,1.0,94
9,cycle,1.0,690
9,wheel,1.0,1241
9,complete,1.0,80
10,cycle,1.0,287
10,wheel,1.0,212
10,complete,1.0,51
5,cycle,1.0,341
5,wheel,1.0,231
5,complete,1.0,118
6,cycle,1.0,270
6,wheel,0.0,69
